time,num_actors,gdp,transactions,min_transaction,max_transaction,projected_expenses,projected_revenue,collected_tax,tax_scale,tax_brackets,failed_tax,collected_vat,failed_vat,debt,total_gi_collector!,total_demurrage_collector!
0,10000,0.0000,0,17014118346046923173168730371588410.5727,-17014118346046923173168730371588410.5728,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,0.0000,0.0000
12,10000,509853377.0732,107396,34.7886,144770.8423,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149442865.6996
24,10000,509840031.3081,98368,349.7648,134183.7347,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149386966.2521
36,10000,509850936.9742,92518,437.5795,108846.0540,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149419016.3008
48,10000,509825473.4737,88643,502.4191,99907.7454,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149443678.1835
60,10000,509881696.0590,85411,448.1685,90986.2574,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149462654.9980
72,10000,509833201.9843,83538,476.1334,84255.6027,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149477257.3035
84,10000,509835095.8946,82373,463.7996,75164.1458,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149488493.4620
96,10000,509835981.4135,80983,409.7136,85645.7983,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149497139.4896
108,10000,509829939.6794,80714,503.7160,74181.8656,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149503792.3931
120,10000,509866784.2966,80130,432.3412,80217.4731,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149508911.7054
132,10000,509808563.8775,80432,462.1248,91185.4816,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149512850.8985
144,10000,509816913.9288,79602,449.1970,95509.6483,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149515882.0256
156,10000,509839485.9607,79140,519.9873,68079.6166,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149518214.4147
168,10000,509822243.6059,79278,563.4677,56058.2780,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149520009.1580
180,10000,509822921.9949,79401,320.3013,59100.1924,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149521390.1742
192,10000,509853162.4831,79300,410.9863,60344.0022,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149522452.8202
204,10000,509830699.8204,79806,616.7044,52755.1264,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149523270.5159
216,10000,509866017.5958,79597,447.5399,59593.6661,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149523899.7124
228,10000,509818110.9910,78462,631.3800,65677.1462,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149524383.8607
240,10000,509855272.6010,78588,587.1733,53805.5201,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149524756.4301
252,10000,509825580.8384,78906,564.1260,64216.0569,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525043.0829
264,10000,509861101.3330,78847,425.8359,61974.1462,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525263.6931
276,10000,509888523.8231,78539,567.9730,53604.7046,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525433.4289
288,10000,509840490.6491,79069,531.9969,56516.3960,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525564.0228
300,10000,509850809.2198,78730,522.5771,59746.6097,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525664.5195
312,10000,509836752.4382,78176,416.8115,57280.7398,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525741.8563
324,10000,509856613.5409,78734,442.4831,53375.2673,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525801.3756
336,10000,509825415.7614,78248,551.4162,53475.5110,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525847.1606
348,10000,509843359.2569,78443,636.7209,61954.2546,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525882.3687
360,10000,509834208.8293,77862,563.1447,66405.3195,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525909.5062
372,10000,509832318.1861,78323,497.3811,56478.6367,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525930.3605
384,10000,509851078.5093,78057,460.7356,53129.0590,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525946.4167
396,10000,509836244.1488,78258,590.8013,60187.2978,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525958.7746
408,10000,509882194.6821,78281,456.3088,54692.7246,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525968.2771
420,10000,509861433.2696,78253,405.9107,62906.7578,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525975.5852
432,10000,509834016.5170,78673,334.0580,53637.1101,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525981.2221
444,10000,509827976.8706,78465,497.8353,57176.7257,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525985.5353
456,10000,509873999.0310,78968,495.3346,63726.9403,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525988.8659
468,10000,509825177.6332,79449,417.2530,59138.1233,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525991.4379
480,10000,509828160.0328,78846,343.0152,63157.3240,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525993.4261
492,10000,509825969.9395,78787,538.4260,54189.7796,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525994.9138
504,10000,509864177.0659,79194,529.8083,60092.4271,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525996.0946
516,10000,509836818.6248,78909,610.7469,64407.8837,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525997.0036
528,10000,509871643.6458,78708,565.9384,64816.0862,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525997.6834
540,10000,509865976.0702,78885,366.8032,63752.7547,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525998.2245
552,10000,509846682.9091,78588,385.0759,56302.6289,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525998.6266
564,10000,509850166.1875,78839,226.0665,56703.6158,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525998.9539
576,10000,509831491.1293,79322,491.3955,56977.3629,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.1945
588,10000,509867787.1852,79108,558.8727,53864.9963,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.3799
600,10000,509852215.8845,79328,500.3368,68677.9740,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.5270
612,10000,509879090.9265,78961,506.0794,57393.3284,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.6339
624,10000,509829091.7355,78989,400.4148,55713.2994,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.7270
636,10000,509857165.5178,78786,454.8040,57897.4458,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.7737
648,10000,509835691.7158,78518,526.3607,65058.4105,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.8187
660,10000,509873513.1568,78799,613.2712,53953.1167,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.8690
672,10000,509829604.0263,78124,480.0369,55920.6780,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.8950
684,10000,509855961.2102,78605,552.5076,62819.2032,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9330
696,10000,509872246.3355,78371,454.8750,62110.2630,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9368
708,10000,509853314.8890,78741,660.0015,59350.2014,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9560
720,10000,509818733.8801,78272,468.3408,58999.0678,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9710
732,10000,509840827.8359,78615,473.9282,59988.2600,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9792
744,10000,509850827.9440,78872,544.6360,59513.8315,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9868
756,10000,509842624.1893,78464,447.4140,63439.2635,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9760
768,10000,509821368.2617,79274,530.3559,59048.7050,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9885
780,10000,509822405.4031,78563,502.4640,61474.8868,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9982
792,10000,509829559.1131,78727,587.8315,75848.1109,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9830
804,10000,509857952.1017,79172,542.4891,60765.1331,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9876
816,10000,509852841.1766,78797,511.3939,71171.8865,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9852
828,10000,509829899.1223,78276,627.5591,54029.0313,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0026
840,10000,509826416.2369,78795,638.7211,56014.9738,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0013
852,10000,509889807.5925,77920,595.1718,54318.9586,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0040
864,10000,509866269.5753,78699,636.3704,57202.9628,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0085
876,10000,509835791.2700,78882,417.2688,74417.6465,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9950
888,10000,509867015.9059,78029,432.5968,63460.2023,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0091
900,10000,509861910.3231,78437,562.3188,66456.3240,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9954
912,10000,509853143.9881,78075,638.3146,64800.6345,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9989
924,10000,509843860.3676,78356,443.2841,56857.8895,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0027
936,10000,509845067.8531,78652,463.4304,56214.8957,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9967
948,10000,509825109.4528,78769,491.4397,59078.0359,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0029
960,10000,509854665.5253,78894,493.1948,57637.3057,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0051
972,10000,509850882.6821,78648,537.1637,58866.3811,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0039
984,10000,509843929.5271,78413,452.2534,52284.3980,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9976
996,10000,509848904.7200,78568,347.1237,61462.6065,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9971
1008,10000,509845115.5510,78578,463.0349,54213.7753,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9976
1020,10000,509836454.1367,77914,542.4645,53468.8535,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9973
1032,10000,509861088.5637,78738,490.2327,74427.1003,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9845
1044,10000,509877558.1304,78325,635.9936,53756.2114,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9795
1056,10000,509842373.6707,78259,459.8824,61025.0474,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9994
1068,10000,509840517.2750,78869,480.2284,56279.4636,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0245
1080,10000,509875199.6836,78486,450.6322,54758.2175,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9990
1092,10000,509857638.8540,78625,560.8156,69139.9587,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0069
1104,10000,509862561.1066,79100,566.1211,61108.5890,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9846
1116,10000,509891948.7155,78894,550.1412,58150.2831,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0131
1128,10000,509881994.5320,78584,428.4452,58025.7383,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9967
1140,10000,509858577.0437,78565,516.3402,61056.4869,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9961
1152,10000,509831661.9313,78641,607.7780,55620.3927,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0024
1164,10000,509841344.3275,78754,520.7200,58174.5570,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9940
1176,10000,509825623.1554,78517,558.2787,53762.9225,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0051
1188,10000,509863351.1141,78653,532.1097,78021.5721,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149525999.9982
1200,10000,509849405.1850,78900,457.8937,62961.3489,0.0000,0.0000,0.0000,,,0,0.0000,0,525743155.0000,149526000.0000,149526000.0024
